latitude,longitude,area_in_meters,confidence
-33.441541,-70.626192,99.17,0.9106
-33.392263,-70.581705,62.43,0.65
-33.402502,-70.555997,80.46,0.8416
-33.429939,-70.600068,38.68,0.9034
-33.437832,-70.769691,24.04,0.6631
-33.441801,-70.80371,69.86,0.9335
-33.434996,-70.639296,154.82,0.65
-33.458381,-70.664777,65.26,0.7679
-33.525315,-70.751931,51.51,0.65
-33.395293,-70.564184,116.19,0.873
-33.394149,-70.571796,27.86,0.9043
-33.431889,-70.645129,54.88,0.8188
-33.506381,-70.788011,179.74,0.8719
-33.413923,-70.598482,33.08,0.65
-33.415761,-70.564316,391.56,0.65
-33.399997,-70.569201,79.22,0.8252
-33.458694,-70.806313,62.07,0.65
-33.452183,-70.652398,52.05,0.8149
-33.41678,-70.569337,198.95,0.6819
-33.468203,-70.781546,196.07,0.8793
-33.492841,-70.762268,114.4,0.7411
-33.437819,-70.607011,37.87,0.8468
-33.453888,-70.660604,55.34,0.7874
-33.45408,-70.639461,25.79,0.7223
-33.498746,-70.748175,229.27,0.9616
-33.454657,-70.650379,17.38,0.8011
-33.432241,-70.657903,102.89,0.6539
-33.446107,-70.656311,108.35,0.7396
-33.448077,-70.76885,127.7,0.9168
-33.438034,-70.633887,135.47,0.65
-33.457791,-70.633368,61.26,0.7023
-33.445462,-70.789774,315.97,0.65
-33.427096,-70.604887,87.09,0.9657
-33.421011,-70.616485,159.73,0.894
-33.430502,-70.640578,131.73,0.6992
-33.431996,-70.626708,385.59,0.8809
-33.404211,-70.574958,17.87,0.9218
-33.435202,-70.600417,104.82,0.8643
-33.445608,-70.780659,32.84,0.9294
-33.459007,-70.636195,66.63,0.8128
-33.527548,-70.776765,121.0,0.811
-33.4341,-70.654852,142.79,0.7819
-33.427706,-70.636097,59.28,0.65
-33.43056,-70.61809,122.77,0.65
-33.445982,-70.638029,77.02,0.85
-33.431984,-70.618031,77.65,0.99
-33.430504,-70.635148,43.66,0.7807
-33.517574,-70.756949,43.28,0.65
-33.42504,-70.602714,34.57,0.65
-33.420426,-70.611524,287.93,0.8271
-33.411698,-70.57361,192.96,0.9431
-33.467158,-70.761573,174.88,0.9214
-33.423391,-70.612545,623.09,0.7641
-33.448634,-70.795935,106.04,0.9084
-33.455894,-70.667439,47.31,0.8076
-33.430228,-70.606568,81.05,0.7021
-33.438922,-70.660233,125.13,0.9281
-33.437225,-70.621458,28.69,0.9847
-33.448406,-70.657816,95.67,0.9147
-33.449809,-70.773025,18.34,0.9088
-33.399231,-70.586482,137.7,0.947
-33.444651,-70.631382,34.64,0.6776
-33.41141,-70.584785,79.67,0.965
-33.468781,-70.777351,59.56,0.7063
-33.439117,-70.662002,116.17,0.65
-33.417643,-70.565299,339.21,0.9323
-33.446952,-70.642695,74.11,0.65
-33.447896,-70.770658,143.41,0.765
-33.43425,-70.639404,46.24,0.8536
-33.521095,-70.777167,311.97,0.65
-33.452643,-70.638324,56.21,0.65
-33.458468,-70.647643,112.11,0.8702
-33.501295,-70.741321,530.12,0.8534
-33.416027,-70.592407,95.37,0.8651
-33.517912,-70.743018,86.03,0.7726
-33.451714,-70.632561,33.01,0.65
-33.457962,-70.669075,241.45,0.65
-33.439867,-70.632788,133.55,0.8934
-33.453625,-70.668143,93.06,0.909
-33.390928,-70.553626,196.0,0.65
-33.404396,-70.57843,76.42,0.8703
-33.443447,-70.656337,83.26,0.8841
-33.513329,-70.759986,217.01,0.9423
-33.411206,-70.573337,208.28,0.7809
-33.404342,-70.580946,93.0,0.6513
-33.425248,-70.621071,79.11,0.7723
-33.500059,-70.761068,59.75,0.9481
-33.451777,-70.64207,56.25,0.8656
-33.393897,-70.550628,127.38,0.7294
-33.422752,-70.604747,59.39,0.6911
-33.457427,-70.65447,46.18,0.8523
-33.442164,-70.653385,123.62,0.6689
-33.461585,-70.767685,134.4,0.8334
-33.463265,-70.775358,63.49,0.7043
-33.429623,-70.63963,19.53,0.8842
-33.429704,-70.621907,118.86,0.7745
-33.445104,-70.63284,33.15,0.7617
-33.460259,-70.807957,51.68,0.8185
-33.435775,-70.628053,57.03,0.65
-33.431555,-70.631702,84.07,0.65
-33.44306,-70.648639,47.16,0.9216
-33.436192,-70.627663,66.91,0.65
-33.400575,-70.557655,163.88,0.7607
-33.429665,-70.632774,143.56,0.7871
-33.459334,-70.650674,107.06,0.65
-33.459356,-70.799054,62.44,0.9331
-33.437781,-70.765277,71.79,0.8517
-33.427945,-70.624102,14.62,0.7695
-33.451699,-70.666755,81.85,0.7234
-33.440335,-70.622658,97.39,0.7399
-33.408637,-70.565263,182.96,0.8052
-33.432874,-70.773867,93.1,0.8315
-33.45188,-70.802522,276.48,0.65
-33.434493,-70.652739,52.03,0.7535
-33.413842,-70.566799,34.93,0.9793
-33.510159,-70.76638,79.35,0.7981
-33.515852,-70.757279,28.06,0.9224
-33.446808,-70.777616,113.1,0.9216
-33.430992,-70.781249,106.71,0.65
-33.398461,-70.579168,41.93,0.65
-33.526442,-70.776483,117.65,0.7323
-33.438293,-70.634896,230.92,0.6985
-33.527254,-70.774777,43.44,0.9223
-33.403955,-70.578743,52.38,0.65
-33.52266,-70.766791,72.42,0.8459
-33.409263,-70.576091,100.32,0.65
-33.440493,-70.641978,101.99,0.65
-33.405914,-70.558528,225.23,0.6844
-33.511056,-70.758128,109.39,0.65
-33.425671,-70.634338,154.7,0.6837
-33.429514,-70.638841,70.17,0.7253
-33.512589,-70.777705,118.62,0.779
-33.428794,-70.610058,58.3,0.8324
-33.414489,-70.553026,76.7,0.65
-33.459496,-70.631996,249.64,0.65
-33.397863,-70.553076,36.82,0.65
-33.430915,-70.633602,129.23,0.6504
-33.465101,-70.794099,52.04,0.65
-33.509929,-70.765465,86.85,0.852
-33.516578,-70.784437,101.44,0.65
-33.512117,-70.740237,505.86,0.8067
-33.495409,-70.763782,180.0,0.7836
-33.420747,-70.635591,40.65,0.7229
-33.45956,-70.772992,106.25,0.65
-33.51973,-70.783762,133.56,0.65
-33.415615,-70.562049,55.75,0.9771
-33.425912,-70.622771,108.49,0.783
-33.438369,-70.64491,40.1,0.9266
-33.458556,-70.648272,81.35,0.7803
-33.457482,-70.643694,212.57,0.9894
-33.427412,-70.628402,51.7,0.9186
-33.467184,-70.760118,37.18,0.9671
-33.505248,-70.773231,116.01,0.65
-33.438166,-70.658321,165.35,0.9964
-33.500063,-70.778332,33.16,0.7685
-33.441617,-70.788191,115.99,0.7062
-33.517428,-70.760988,244.15,0.8703
-33.398318,-70.590765,178.26,0.9754
-33.49109,-70.788629,65.87,0.7258
-33.392968,-70.581165,104.25,0.9585
-33.42455,-70.628919,40.27,0.65
-33.527063,-70.757581,35.09,0.8452
-33.501485,-70.78211,277.0,0.831
-33.430586,-70.638122,37.61,0.65
-33.397342,-70.572781,11.72,0.7879
-33.451114,-70.654381,217.82,0.65
-33.430901,-70.649477,187.16,0.65
-33.420233,-70.617377,98.08,0.9774
-33.395435,-70.558863,103.53,0.9039
-33.442771,-70.647915,77.41,0.7914
-33.392815,-70.578745,37.61,0.8681
-33.428194,-70.634214,118.55,0.7779
-33.438938,-70.782652,226.8,0.9115
-33.437241,-70.601166,65.35,0.65
-33.439126,-70.624435,90.82,0.7286
-33.408262,-70.570164,45.08,0.8886
-33.434782,-70.638326,78.84,0.65
-33.523708,-70.75625,263.75,0.8421
-33.412447,-70.584878,60.6,0.8089
-33.436047,-70.606088,117.01,0.65
-33.437577,-70.651273,216.04,0.65
-33.45159,-70.790074,69.69,0.843
-33.436143,-70.610195,139.73,0.7692
-33.44164,-70.620946,122.59,0.9761
-33.496741,-70.740635,38.52,0.8516
-33.528007,-70.764659,76.67,0.65
-33.443679,-70.662792,183.4,0.9768
-33.409422,-70.59882,90.74,0.9248
-33.431793,-70.809271,81.76,0.9355
-33.44125,-70.781321,30.87,0.6934
-33.524789,-70.766589,110.17,0.65
-33.527419,-70.754294,79.83,0.9404
-33.501694,-70.742056,88.88,0.6884
-33.396041,-70.569728,426.58,0.9784
-33.409933,-70.587645,11.92,0.9681
-33.436415,-70.646225,99.09,0.9006
-33.416605,-70.562521,136.3,0.8862
-33.496468,-70.786366,291.57,0.8619
-33.402287,-70.591702,24.66,0.65
-33.435779,-70.662533,154.31,0.65
-33.415893,-70.573506,57.45,0.7201
-33.495051,-70.743763,96.72,0.9827
-33.421496,-70.623467,218.3,0.8361
-33.423028,-70.638271,117.86,0.65
-33.440721,-70.769366,73.72,0.65
-33.435455,-70.647329,37.96,0.7428
-33.412409,-70.554152,74.32,0.817
-33.503704,-70.759083,40.54,0.9252
-33.409808,-70.572969,107.58,0.65
-33.500355,-70.753805,56.51,0.8176
-33.424746,-70.628789,42.09,0.8057
-33.437108,-70.610595,36.36,0.8393
-33.451327,-70.65845,278.39,0.6809
-33.398966,-70.589195,147.52,0.823
-33.443896,-70.604827,189.65,0.7159
-33.404548,-70.554647,194.56,0.8748
-33.50704,-70.745761,48.08,0.7359
-33.418751,-70.573718,55.55,0.6753
-33.525256,-70.773899,223.02,0.872
-33.467512,-70.796714,72.82,0.7762
-33.439684,-70.601826,253.44,0.6695
-33.431549,-70.776173,94.4,0.7826
-33.431838,-70.641888,43.38,0.9506
-33.448909,-70.798859,51.39,0.65
-33.423795,-70.62972,188.9,0.65
-33.45643,-70.792159,262.53,0.8979
-33.452407,-70.668877,113.92,0.9519
-33.493788,-70.754361,145.54,0.8247
-33.396714,-70.57566,105.52,0.8451
-33.431339,-70.633379,26.18,0.9757
-33.501037,-70.757983,85.83,0.7025
-33.442198,-70.652002,64.39,0.9327
-33.49019,-70.77098,153.47,0.8827
-33.435926,-70.654928,186.68,0.801
-33.432678,-70.628664,69.53,0.7331
-33.434524,-70.643964,167.97,0.65
-33.517042,-70.788326,259.57,0.8728
-33.421374,-70.635802,33.6,0.8905
-33.519875,-70.756163,241.32,0.9883
-33.435029,-70.637226,110.8,0.8633
-33.416143,-70.558947,44.66,0.8764
-33.445032,-70.801722,208.83,0.65
-33.460446,-70.778995,93.44,0.7669
-33.424097,-70.603908,18.15,0.8579
-33.407145,-70.57328,359.06,0.7874
-33.432271,-70.798564,90.43,0.65
-33.43323,-70.609059,96.61,0.8603
-33.437566,-70.656537,55.71,0.9925
-33.524824,-70.742081,575.23,0.8522
-33.449276,-70.655143,45.93,0.65
-33.464842,-70.784657,22.92,0.7983
-33.455072,-70.793135,60.48,0.7759
-33.438659,-70.636115,65.83,0.7418
-33.459409,-70.63323,219.07,0.9426
-33.395232,-70.565767,27.18,0.9496
-33.393729,-70.573421,65.14,0.7248
-33.410643,-70.572554,60.96,0.6522
-33.394738,-70.58718,73.83,0.8492
-33.394271,-70.573966,72.04,0.65
-33.434228,-70.61129,50.22,0.6703
-33.455585,-70.65549,80.13,0.7613
-33.39277,-70.573392,187.81,0.65
-33.451819,-70.657009,360.18,0.65
-33.437257,-70.646889,75.55,0.7759
-33.433363,-70.652799,24.35,0.6681
-33.436987,-70.638542,85.5,0.9434
-33.434595,-70.661665,88.37,0.725
-33.403874,-70.573301,107.68,0.65
-33.434342,-70.785192,453.83,0.8429
-33.42938,-70.608053,212.03,0.8283
-33.425211,-70.612878,108.95,0.7685
-33.404976,-70.595009,79.11,0.7295
-33.453068,-70.666899,64.36,0.65
-33.394138,-70.57516,178.77,0.7523
-33.494024,-70.773963,115.8,0.7825
-33.456758,-70.76475,33.0,0.8519
-33.430231,-70.788378,43.28,0.672
-33.437308,-70.621183,49.31,0.7821
-33.526925,-70.761109,97.98,0.8552
-33.458943,-70.66491,28.6,0.6916
-33.450723,-70.660424,205.07,0.8338
-33.436291,-70.661527,90.69,0.65
-33.446485,-70.634439,188.61,0.9079
-33.520096,-70.782831,45.42,0.792
-33.393407,-70.591724,103.19,0.8732
-33.451829,-70.654193,95.3,0.7106
-33.441107,-70.76459,35.96,0.8233
-33.423751,-70.610001,180.84,0.7024
-33.459949,-70.634615,71.24,0.7701
-33.409035,-70.587231,109.77,0.786
-33.392956,-70.559966,118.25,0.6548
-33.52223,-70.767285,55.32,0.7334
-33.464423,-70.770744,66.7,0.96
-33.430241,-70.632864,350.65,0.8361
-33.440701,-70.796987,41.26,0.9105
-33.43434,-70.664077,63.97,0.8998
-33.469466,-70.767686,26.56,0.7702
-33.528076,-70.769339,124.67,0.7447
-33.417285,-70.596427,194.49,0.667
-33.455296,-70.658898,34.22,0.6777
-33.521267,-70.752856,116.96,0.8017
-33.426089,-70.624235,132.32,0.9464
-33.407753,-70.59495,49.57,0.7293
-33.45876,-70.797016,195.3,0.8428
-33.503319,-70.756162,937.8,0.7975
-33.440008,-70.613177,84.25,0.7472
-33.402745,-70.559873,300.88,0.9706
-33.503443,-70.747095,64.39,0.8469
-33.529429,-70.767556,63.77,0.7474
-33.490349,-70.780538,129.72,0.8882
-33.501883,-70.74105,63.43,0.65
-33.437019,-70.636439,155.47,0.6992
-33.452308,-70.639827,167.16,0.8674
-33.440356,-70.607548,286.66,0.8448
-33.43474,-70.66177,297.98,0.9402
-33.443098,-70.663768,42.1,0.8467
-33.453122,-70.66639,85.16,0.65
-33.444248,-70.651592,45.26,0.8223
-33.423549,-70.608802,19.36,0.7111
-33.453619,-70.663432,71.24,0.8512
-33.398117,-70.562354,143.57,0.7265
-33.430244,-70.632833,158.54,0.7706
-33.525172,-70.747415,168.76,0.8826
-33.454473,-70.645374,111.77,0.65
-33.521567,-70.746449,17.95,0.8328
-33.499014,-70.771842,63.79,0.9093
-33.496699,-70.780616,49.45,0.65
-33.43574,-70.801529,98.83,0.65
-33.508637,-70.744716,97.73,0.9767
-33.394572,-70.590273,10.93,0.8842
-33.46228,-70.763329,71.82,0.9534
-33.435484,-70.619244,92.63,0.9168
-33.398021,-70.585829,668.19,0.7713
-33.405489,-70.59868,178.05,0.8724
-33.467305,-70.776374,50.72,0.8883
-33.440983,-70.633112,153.73,0.8804
-33.447714,-70.787121,38.23,0.8427
-33.458981,-70.642051,369.2,0.7157
-33.490483,-70.757564,151.55,0.932
-33.456624,-70.652286,361.27,0.8052
-33.415345,-70.599442,182.56,0.9232
-33.435505,-70.6241,67.58,0.7784
-33.431433,-70.618319,40.57,0.7547
-33.448421,-70.770801,72.52,0.9644
-33.462395,-70.794088,73.58,0.9603
-33.517079,-70.766643,83.26,0.8741
-33.414896,-70.590273,156.73,0.8932
-33.455018,-70.663556,135.83,0.9137
-33.436139,-70.604646,60.13,0.8495
-33.444459,-70.651218,151.21,0.8929
-33.407521,-70.554544,38.61,0.7596
-33.45694,-70.781351,57.86,0.8238
-33.442607,-70.629035,206.25,0.7122
-33.426703,-70.616705,272.03,0.704
-33.431389,-70.773672,87.78,0.65
-33.528598,-70.780774,399.62,0.9453
-33.421791,-70.605261,299.52,0.79
-33.441725,-70.629312,149.45,0.65
-33.412941,-70.576126,111.5,0.7103
-33.519235,-70.782035,263.07,0.8354
-33.391732,-70.571956,46.5,0.9281
-33.400975,-70.556224,130.7,0.65
-33.451336,-70.641493,25.61,0.6566
-33.430728,-70.802472,698.17,0.9371
-33.430531,-70.637217,87.07,0.9101
-33.443336,-70.637503,210.27,0.65
-33.41219,-70.579628,93.38,0.65
-33.396518,-70.582487,10.01,0.7138
-33.497169,-70.788254,96.97,0.7931
-33.430193,-70.654517,141.14,0.9299
-33.525045,-70.777651,208.05,0.972
-33.439135,-70.669213,149.59,0.8259
-33.444717,-70.628163,151.88,0.65
-33.419557,-70.594883,47.42,0.6961
-33.467825,-70.799833,475.21,0.8092
-33.516705,-70.776232,61.96,0.9286
-33.436318,-70.624464,95.08,0.8695
-33.43119,-70.761701,122.65,0.7112
-33.395065,-70.55108,143.72,0.7914
-33.446314,-70.666844,73.71,0.8165
-33.41978,-70.596075,410.21,0.7384
-33.497702,-70.770582,150.92,0.8674
-33.456404,-70.807146,91.46,0.9581
-33.397586,-70.575974,41.74,0.949
-33.412876,-70.584058,69.19,0.7834
-33.431873,-70.648629,28.3,0.65
-33.418705,-70.584641,20.5,0.8127
-33.434976,-70.61798,110.03,0.9969
-33.406642,-70.58,49.86,0.8446
-33.440023,-70.603295,148.41,0.9226
-33.455892,-70.769358,294.33,0.8194
-33.439532,-70.600523,275.69,0.7887
-33.496439,-70.763355,170.18,0.65
-33.429383,-70.611776,92.12,0.9376
-33.44264,-70.662306,53.49,0.65
-33.411721,-70.580266,781.75,0.6629
-33.461853,-70.801667,196.17,0.9073
-33.425975,-70.605633,90.83,0.9615
-33.499077,-70.748902,101.81,0.9637
-33.521387,-70.779549,26.62,0.9419
-33.523363,-70.765812,106.56,0.7774
-33.454996,-70.660647,25.78,0.779
-33.50073,-70.783122,93.84,0.8963
-33.431266,-70.804295,60.23,0.8001
-33.426111,-70.630005,57.08,0.8742
-33.434275,-70.633246,93.88,0.6765
-33.429205,-70.624482,40.99,0.7471
-33.447076,-70.797674,96.05,0.966
-33.456758,-70.632012,578.6,0.9426
-33.417813,-70.582254,123.53,0.6524
-33.449207,-70.662589,49.16,0.9606
-33.465852,-70.771169,135.19,0.8909
-33.433763,-70.666673,62.27,0.8544
-33.416654,-70.575911,128.61,0.8202
-33.52369,-70.76514,320.54,0.7633
-33.431018,-70.650511,125.65,0.843
-33.40685,-70.563308,525.42,0.65
-33.437338,-70.601908,116.64,0.7302
-33.434415,-70.640508,117.78,0.6698
-33.406035,-70.593778,87.13,0.975
-33.513068,-70.77284,45.03,0.8552
-33.430262,-70.634445,25.88,0.9603
-33.436399,-70.63863,534.9,0.7698
-33.428207,-70.612201,116.45,0.9345
-33.437344,-70.61316,52.05,0.657
-33.439226,-70.610645,34.66,0.6535
-33.438062,-70.654993,40.01,0.65
-33.422551,-70.616162,44.85,0.8706
-33.449439,-70.787079,152.09,0.9126
-33.437243,-70.809365,42.45,0.65
-33.514819,-70.774071,119.18,0.65
-33.438603,-70.647296,472.26,0.7139
-33.446371,-70.634882,138.11,0.6932
-33.455127,-70.654311,146.28,0.68
-33.464208,-70.773669,78.56,0.9711
-33.401669,-70.554783,85.95,0.6963
-33.510171,-70.75176,125.14,0.8678
-33.436363,-70.621804,77.8,0.7784
-33.436995,-70.647641,55.88,0.9044
-33.451424,-70.664745,87.45,0.7886
-33.43423,-70.666076,185.34,0.8559
-33.498284,-70.770995,80.85,0.7193
-33.401385,-70.56083,66.49,0.65
-33.506153,-70.749788,90.13,0.9457
-33.435896,-70.797448,45.04,0.8866
-33.507214,-70.781508,87.56,0.7438
-33.455252,-70.635986,69.43,0.8376
-33.401257,-70.554811,87.92,0.8428
-33.459894,-70.651373,51.42,0.65
-33.434878,-70.668353,130.12,0.9344
-33.41979,-70.584132,62.63,0.65
-33.432928,-70.644737,89.55,0.8618
-33.496051,-70.752069,31.25,0.65
-33.416868,-70.558738,75.56,0.7011
-33.433964,-70.796877,109.97,0.9714
-33.496438,-70.763692,82.81,0.7598
-33.430053,-70.785458,108.0,0.65
-33.518488,-70.769935,185.85,0.7336
-33.443864,-70.624958,91.47,0.8119
-33.396378,-70.573279,138.93,0.9428
-33.451719,-70.631329,111.63,0.8111
-33.446582,-70.644138,89.31,0.9665
-33.517455,-70.741318,55.57,0.9338
-33.393833,-70.582426,355.59,0.9295
-33.433407,-70.641191,75.32,0.8816
-33.431299,-70.640321,132.21,0.65
-33.428008,-70.631942,116.12,0.8622
-33.431374,-70.605292,10.0,0.8604
-33.442373,-70.781202,107.14,0.65
-33.435231,-70.803981,280.47,0.9
-33.410323,-70.560261,78.93,0.9261
-33.49467,-70.774318,24.62,0.705
-33.400381,-70.585639,125.67,0.65
-33.523222,-70.752398,11.44,0.95
-33.495291,-70.751063,112.45,0.7986
-33.441154,-70.659167,23.23,0.9893
-33.520583,-70.772771,74.14,0.9092
-33.416994,-70.57042,200.77,0.7095
-33.429421,-70.604867,234.81,0.7582
-33.426294,-70.605514,134.49,0.65
-33.413312,-70.566079,128.03,0.7659
-33.398416,-70.551397,31.2,0.8334
-33.458445,-70.776452,225.35,0.8094
-33.393945,-70.567521,205.57,0.65
-33.434943,-70.63138,94.33,0.9726
-33.436762,-70.633595,113.58,0.9092
-33.440933,-70.601937,216.01,0.8675
-33.439368,-70.642773,329.36,0.65
-33.456478,-70.631778,60.99,0.9889
-33.418371,-70.579587,82.16,0.8411
-33.430446,-70.639337,80.54,0.8511
-33.514366,-70.753167,51.71,0.9775
-33.400456,-70.550956,37.52,0.82
-33.459441,-70.659583,43.18,0.8463
-33.452523,-70.645667,178.5,0.7113
-33.417399,-70.585183,90.17,0.7067
-33.396968,-70.556276,195.49,0.9143
-33.438094,-70.648917,30.92,0.8995
-33.516166,-70.747818,128.74,0.9293
-33.443153,-70.659878,109.15,0.8488
-33.439939,-70.796538,88.66,0.8735
-33.430365,-70.760117,110.21,0.9664
-33.399687,-70.557723,156.21,0.7381
-33.426809,-70.60663,54.83,0.65
-33.510397,-70.787457,70.12,0.8214
-33.453707,-70.648301,80.73,0.9184
-33.449316,-70.805629,41.15,0.8194
-33.42811,-70.626454,34.99,0.8527
-33.500535,-70.741723,290.73,0.9805
-33.443946,-70.664889,45.73,0.9726
-33.440887,-70.603665,22.02,0.7036
-33.499368,-70.770365,36.52,0.7631
-33.43927,-70.636406,70.04,0.8346
-33.401722,-70.586849,27.95,0.9605
-33.44434,-70.80363,95.1,0.65
-33.442103,-70.637538,165.27,0.9126
-33.444049,-70.801886,64.83,0.65
-33.395006,-70.551665,60.37,0.8563
-33.456636,-70.802711,215.04,0.65
-33.392883,-70.551864,202.19,0.8186
-33.415646,-70.589013,45.08,0.7646
-33.504354,-70.758923,121.19,0.9392
-33.50869,-70.775037,65.77,0.9631
-33.402663,-70.581271,91.73,0.705
-33.434898,-70.640696,217.66,0.6503
-33.434313,-70.784864,238.13,0.9493
-33.400161,-70.583381,44.27,0.65
-33.438393,-70.601873,189.58,0.9603
-33.42274,-70.605351,99.11,0.9342
-33.413999,-70.567784,48.15,0.8212
-33.465402,-70.809191,51.8,0.6869
-33.442092,-70.630143,127.17,0.8787
-33.431388,-70.62752,49.39,0.6816
-33.525011,-70.785225,228.64,0.8533
-33.393727,-70.587359,207.17,0.7465
-33.514616,-70.783604,91.67,0.8989
-33.517656,-70.772139,76.01,0.8979
-33.43884,-70.638247,71.28,0.8855
-33.445066,-70.665961,89.31,0.6986
-33.409072,-70.567563,72.71,0.9102
-33.467731,-70.77774,192.32,0.8163
-33.41692,-70.599689,66.68,0.6722
-33.431805,-70.649489,104.85,0.8796
-33.44392,-70.6532,177.55,0.8018
-33.453895,-70.630493,117.09,0.7753
-33.441204,-70.660533,499.24,0.65
-33.45973,-70.639426,207.49,0.8338
-33.454,-70.662653,91.98,0.858
-33.393605,-70.596236,102.88,0.9699
-33.444258,-70.798261,253.83,0.8763
-33.393943,-70.571761,92.95,0.7694
-33.44047,-70.638038,128.11,0.65
-33.444238,-70.640149,112.53,0.9124
-33.447154,-70.640126,275.52,0.9442
-33.49362,-70.772916,74.14,0.983
-33.411648,-70.559869,318.47,0.9763
-33.441742,-70.608182,18.85,0.8136
-33.439111,-70.639134,56.57,0.9174
-33.441639,-70.63832,156.13,0.9284
-33.442399,-70.653821,62.91,0.8485
-33.444574,-70.654632,202.44,0.7543
-33.526569,-70.778403,97.52,0.7718
-33.392839,-70.598382,16.71,0.7173
-33.449507,-70.666951,114.31,0.7853
-33.432975,-70.644204,35.14,0.6786
-33.43919,-70.787025,83.61,0.7693
-33.442329,-70.609147,20.66,0.9609
-33.432302,-70.664135,135.6,0.7165
-33.434246,-70.602008,106.01,0.6858
-33.468197,-70.784549,84.69,0.65
-33.513681,-70.76302,106.91,0.7336
-33.440045,-70.624138,51.45,0.8649
-33.43762,-70.659168,20.41,0.65
-33.427968,-70.606737,69.21,0.9056
-33.516897,-70.755272,169.13,0.8717
-33.435101,-70.621043,346.78,0.8029
-33.437954,-70.631428,128.07,0.734
-33.438048,-70.642905,77.47,0.8233
-33.431805,-70.602302,87.58,0.7764
-33.434816,-70.61445,43.51,0.8076
-33.44337,-70.600368,19.87,0.835
-33.490143,-70.775026,28.72,0.6505
-33.433565,-70.637755,323.41,0.6857
-33.460435,-70.78211,20.69,0.65
-33.431515,-70.808197,128.55,0.7452
-33.414132,-70.586251,20.37,0.9007
-33.430773,-70.638267,62.13,0.8128
-33.464885,-70.761978,100.48,0.8813
-33.442687,-70.651549,140.81,0.65
-33.396907,-70.55687,769.08,0.8095
-33.429802,-70.601814,316.88,0.8418
-33.437795,-70.773868,169.12,0.8059
-33.522856,-70.779639,104.15,0.65
-33.437981,-70.624356,31.36,0.65
-33.423422,-70.629201,75.25,0.65
-33.452088,-70.64794,86.29,0.9444
-33.415656,-70.577461,36.04,0.936
-33.398393,-70.597107,418.11,0.908
-33.441451,-70.633336,37.13,0.9059
-33.440957,-70.633399,226.71,0.8054
-33.493499,-70.784386,146.89,0.8897
-33.437442,-70.636507,15.23,0.8087
-33.439618,-70.636178,160.47,0.7572
-33.518778,-70.780185,39.58,0.65
-33.393435,-70.5614,78.53,0.9928
-33.429448,-70.619314,53.32,0.8859
-33.453535,-70.763007,80.1,0.8499
-33.463756,-70.799251,312.0,0.8204
-33.421463,-70.63949,64.73,0.65
-33.491117,-70.777261,224.82,0.772
-33.438402,-70.668451,151.22,0.65
-33.432361,-70.774066,48.5,0.7469
-33.419349,-70.587654,172.63,0.8873
-33.411778,-70.597852,84.36,0.8666
-33.396179,-70.589184,234.63,0.7962
-33.435075,-70.639494,61.78,0.8841
-33.432664,-70.77314,14.63,0.6578
-33.452327,-70.772146,73.1,0.9771
-33.412071,-70.590356,150.64,0.9215
-33.45699,-70.788233,70.25,0.9534
-33.439737,-70.603407,36.91,0.65
-33.448846,-70.639241,56.63,0.7163
-33.422334,-70.616346,81.96,0.8559
-33.430191,-70.800507,547.14,0.9444
-33.448535,-70.654403,71.36,0.9124
-33.440106,-70.619872,137.28,0.65
-33.439914,-70.651609,78.71,0.791
-33.410607,-70.551907,57.58,0.65
-33.441578,-70.601177,53.56,0.9646
-33.465109,-70.786011,67.78,0.7013
-33.449334,-70.637104,69.96,0.9526
-33.502016,-70.784977,91.07,0.724
-33.450459,-70.760409,49.83,0.847
-33.491645,-70.765506,38.19,0.8986
-33.442108,-70.76741,186.08,0.9097
-33.450281,-70.803944,62.79,0.8837
-33.442213,-70.806061,45.45,0.7405
-33.441348,-70.664468,81.83,0.7646
-33.420645,-70.613283,289.64,0.65
-33.42887,-70.600094,41.02,0.9769
-33.403519,-70.580623,31.56,0.7717
-33.442214,-70.767149,131.03,0.8646
-33.417209,-70.561504,135.41,0.9462
-33.428072,-70.602856,95.57,0.6673
-33.414138,-70.565771,100.62,0.9247
-33.526742,-70.779203,108.87,0.9584
-33.464777,-70.807042,46.64,0.9068
-33.43499,-70.760164,258.62,0.9286
-33.430188,-70.629636,50.05,0.7804
-33.515095,-70.764649,178.39,0.8291
-33.410944,-70.576613,90.99,0.6633
-33.406145,-70.592555,234.13,0.8508
-33.411266,-70.590848,178.4,0.6622
-33.455162,-70.795222,184.8,0.65
-33.491992,-70.77843,85.48,0.65
-33.432277,-70.650624,249.27,0.7205
-33.418561,-70.562614,227.0,0.6816
-33.432545,-70.618505,206.76,0.65
-33.514091,-70.78464,68.88,0.7364
-33.395014,-70.591356,150.47,0.6865
-33.438149,-70.633153,140.52,0.7324
-33.447139,-70.64449,163.89,0.6847
-33.444668,-70.605198,47.97,0.8837
-33.428869,-70.625636,228.33,0.86
-33.52796,-70.753598,347.35,0.9437
-33.421999,-70.618363,184.69,0.8882
-33.427962,-70.616679,71.18,0.65
-33.401935,-70.568899,178.84,0.8584
-33.454473,-70.662515,92.37,0.8881
-33.448437,-70.649851,69.45,0.6508
-33.440212,-70.611022,584.68,0.7423
-33.402688,-70.552145,115.64,0.8049
-33.424567,-70.610447,92.73,0.8213
